Year,Month,Day,Hour,Minute,DB,DP,RelHum,Pressure,extHor,extDNI,LW,GHI,DNI,DHI,glbeIll,drctIll,diffIll,zenIll,winddir,windspeed,TCC,opaque_cover,visibility,cbh,weather_obs,weather_code,precipitable_H2O,optical_depth,snow_depth,days_since_snow,albedo,precip_depth,precip_quantity
2020,5,27,20,0,21.95,18.32,80,100883,9999,9999,396,49,122,32,6464,13176,4776,3727,134,3.81,8,8,9999,4379,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,27,21,0,21.59,18.27,81,100936,9999,9999,395,0,0,0,0,0,0,0,136,2.33,9,9,9999,5317,9,999999999,0.01,999,0.0,99,0.19,0.0,1
2020,5,27,22,0,21.5,18.3,82,101095,9999,9999,391,0,0,0,0,0,0,0,94,0.53,9,9,9999,8076,9,999999999,0.04,999,0.0,99,0.19,0.0,1
2020,5,27,23,0,21.56,18.48,83,101162,9999,9999,377,0,0,0,0,0,0,0,20,1.01,9,9,9999,6758,9,999999999,0.07,999,0.0,99,0.19,0.0,1
2020,5,27,24,0,21.37,18.52,84,101016,9999,9999,375,0,0,0,0,0,0,0,98,1.79,5,5,9999,5249,9,999999999,0.03,999,0.0,99,0.19,0.0,1
2020,5,28,1,0,20.93,18.37,85,100896,9999,9999,387,0,0,0,0,0,0,0,152,3.16,8,8,9999,4017,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,2,0,20.48,17.89,85,100835,9999,9999,359,0,0,0,0,0,0,0,174,3.52,9,9,9999,3847,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,3,0,20.36,17.97,86,100787,9999,9999,352,0,0,0,0,0,0,0,178,3.37,7,7,9999,4298,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,4,0,20.31,18.7,90,100767,9999,9999,354,0,0,0,0,0,0,0,176,2.78,3,3,9999,3248,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,5,0,18.7,17.87,95,100762,9999,9999,354,0,0,0,0,0,0,0,166,2.13,6,6,9999,3376,9,999999999,0.0,999,0.0,99,0.19,0.02,1
2020,5,28,6,0,18.85,17.93,94,100861,9999,9999,376,0,0,0,0,0,0,0,166,0.8,7,7,9999,2238,9,999999999,0.0,999,0.0,99,0.19,0.07,1
2020,5,28,7,0,18.9,17.96,94,100944,9999,9999,381,8,0,6,1247,0,934,233,177,0.44,7,7,9999,3197,9,999999999,0.0,999,0.0,99,0.19,0.12,1
2020,5,28,8,0,19.99,19.07,94,101053,9999,9999,389,53,26,47,6943,2215,6943,3580,66,0.94,4,4,9999,2489,9,999999999,0.0,999,0.0,99,0.19,0.28,1
2020,5,28,9,0,21.44,20.22,93,101087,9999,9999,392,101,22,91,11710,1839,11230,4890,127,1.45,3,3,9999,3301,9,999999999,0.0,999,0.0,99,0.19,0.49,1
2020,5,28,10,0,25.14,21.45,80,101129,9999,9999,396,207,35,185,23826,2901,22299,7827,171,2.88,4,4,9999,1563,9,999999999,0.0,999,0.0,99,0.19,0.18,1
2020,5,28,11,0,27.18,22.27,75,101119,9999,9999,401,457,224,281,51653,17463,35837,7770,186,3.0,6,6,9999,1139,9,999999999,0.01,999,0.0,99,0.19,0.2,1
2020,5,28,12,0,28.17,22.54,72,101124,9999,9999,410,581,313,298,63529,22127,37322,7127,228,0.79,8,8,9999,773,9,999999999,0.02,999,0.0,99,0.19,0.47,1
2020,5,28,13,0,28.06,23.22,75,101172,9999,9999,417,512,194,323,57681,14366,36883,3188,348,2.13,9,9,9999,572,9,999999999,0.04,999,0.0,99,0.19,0.99,1
2020,5,28,14,0,27.33,23.68,80,101154,9999,9999,423,497,233,266,55850,15364,30158,555,49,2.49,8,8,9999,410,9,999999999,0.0,999,0.0,99,0.19,4.93,1
2020,5,28,15,0,26.45,22.67,80,101022,9999,9999,411,431,169,270,48755,12908,31241,5103,59,1.44,6,6,9999,1413,9,999999999,0.0,999,0.0,99,0.19,0.86,1
2020,5,28,16,0,26.43,23.98,86,100984,9999,9999,409,401,146,275,44839,10367,35465,6893,40,0.39,7,7,9999,464,9,999999999,0.0,999,0.0,99,0.19,0.1,1
2020,5,28,17,0,25.08,21.88,82,100979,9999,9999,414,228,23,211,26167,1896,25248,7831,165,1.59,10,10,9999,548,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,18,0,25.5,21.85,80,101000,9999,9999,416,155,1,154,18913,48,18881,7985,165,0.49,10,10,9999,856,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,19,0,26.01,21.78,78,101047,9999,9999,421,74,8,71,8645,650,8645,4191,190,0.79,10,10,9999,434,9,999999999,0.0,999,0.0,99,0.19,0.01,1
2020,5,28,20,0,24.95,21.02,79,101058,9999,9999,413,32,10,31,4249,851,4249,2689,338,1.19,9,9,9999,439,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,21,0,24.41,20.74,80,101050,9999,9999,410,0,0,0,0,0,0,0,3,2.15,9,9,9999,420,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,22,0,23.52,22.18,92,101148,9999,9999,403,0,0,0,0,0,0,0,34,2.03,10,10,9999,519,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,23,0,23.21,21.39,90,101289,9999,9999,400,0,0,0,0,0,0,0,45,2.09,10,10,9999,816,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,28,24,0,21.89,20.91,94,101296,9999,9999,384,0,0,0,0,0,0,0,45,2.28,9,9,9999,1540,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,1,0,21.87,20.89,94,101293,9999,9999,383,0,0,0,0,0,0,0,59,1.86,0,0,9999,3186,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,2,0,21.55,20.52,94,101273,9999,9999,380,0,0,0,0,0,0,0,59,1.73,0,0,9999,7870,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,3,0,21.58,20.47,93,101246,9999,9999,376,0,0,0,0,0,0,0,12,1.36,7,7,9999,12555,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,4,0,21.09,20.49,96,101289,9999,9999,372,0,0,0,0,0,0,0,336,1.28,9,9,9999,11294,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,5,0,20.53,20.27,98,101307,9999,9999,382,0,0,0,0,0,0,0,349,2.41,9,9,9999,32,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,6,0,20.98,20.74,99,101306,9999,9999,398,0,0,0,0,0,0,0,1,2.65,10,10,9999,32,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,7,0,21.23,21.03,99,101405,9999,9999,400,10,0,9,1517,0,1364,349,344,2.19,10,10,9999,32,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,8,0,21.93,21.86,100,101415,9999,9999,414,89,57,76,11357,4496,11357,5804,343,2.74,10,10,9999,32,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,9,0,23.3,22.5,95,101429,9999,9999,415,219,110,171,26234,8443,25405,8046,351,3.05,9,9,9999,97,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,10,0,26.77,21.04,71,101448,9999,9999,392,496,510,180,56323,48942,26728,6161,358,4.02,10,10,9999,181,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,11,0,27.94,20.08,62,101436,9999,9999,383,724,735,150,80891,69794,22731,3667,7,4.79,10,10,9999,945,9,999999999,0.0,999,0.0,99,0.19,0.02,1
2020,5,29,12,0,28.91,18.81,54,101456,9999,9999,391,815,672,209,85791,53959,29323,4394,12,4.47,10,10,9999,1363,9,999999999,0.0,999,0.0,99,0.19,0.02,1
2020,5,29,13,0,29.3,19.03,54,101446,9999,9999,402,803,565,254,79507,30574,32032,7013,18,3.77,9,9,9999,1368,9,999999999,0.0,999,0.0,99,0.19,0.01,1
2020,5,29,14,0,29.74,19.6,55,101457,9999,9999,413,790,473,321,78415,16147,36350,6894,24,3.21,10,10,9999,1339,9,999999999,0.01,999,0.0,99,0.19,0.03,1
2020,5,29,15,0,29.7,19.28,54,101422,9999,9999,413,720,441,300,75926,29448,35714,6756,25,3.04,10,10,9999,1362,9,999999999,0.03,999,0.0,99,0.19,0.02,1
2020,5,29,16,0,30.33,19.42,52,101374,9999,9999,413,610,415,252,65764,32342,33729,5998,22,3.27,10,10,9999,1384,9,999999999,0.02,999,0.0,99,0.19,0.01,1
2020,5,29,17,0,29.54,20.31,57,101318,9999,9999,409,494,403,201,55858,34298,30061,5421,356,3.06,10,10,9999,1335,9,999999999,0.09,999,0.0,99,0.19,0.0,1
2020,5,29,18,0,29.46,20.36,57,101277,9999,9999,408,381,438,138,44186,42808,21405,5650,5,3.38,10,10,9999,1416,9,999999999,0.02,999,0.0,99,0.19,0.0,1
2020,5,29,19,0,28.67,20.69,62,101358,9999,9999,410,196,302,88,23727,29955,14802,5901,36,1.64,10,10,9999,1424,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,20,0,27.75,21.13,67,101367,9999,9999,404,66,139,46,8381,13895,8381,5312,63,1.36,10,10,9999,1394,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,21,0,26.48,20.6,70,101394,9999,9999,395,1,0,1,171,0,171,38,72,1.26,10,10,9999,1779,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,22,0,24.86,21.54,82,101432,9999,9999,391,0,0,0,0,0,0,0,48,1.51,10,10,9999,5653,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,23,0,23.98,20.8,82,101472,9999,9999,383,0,0,0,0,0,0,0,21,1.78,10,10,9999,1519,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,29,24,0,23.12,20.03,83,101486,9999,9999,378,0,0,0,0,0,0,0,14,2.15,6,6,9999,4819,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,1,0,22.8,19.31,81,101456,9999,9999,379,0,0,0,0,0,0,0,17,3.01,9,9,9999,7177,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,2,0,22.34,18.68,80,101423,9999,9999,379,0,0,0,0,0,0,0,22,3.4,10,10,9999,2533,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,3,0,22.02,18.51,80,101410,9999,9999,374,0,0,0,0,0,0,0,30,3.19,9,9,9999,2644,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,4,0,21.76,18.44,81,101434,9999,9999,376,0,0,0,0,0,0,0,34,2.97,9,9,9999,1874,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,5,0,21.42,17.85,80,101439,9999,9999,379,0,0,0,0,0,0,0,42,3.35,10,10,9999,1621,9,999999999,0.01,999,0.0,99,0.19,0.0,1
2020,5,30,6,0,21.8,18.43,81,101483,9999,9999,380,0,0,0,0,0,0,0,47,2.97,9,9,9999,1639,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,7,0,21.88,18.86,83,101526,9999,9999,377,12,0,10,1813,0,1510,389,42,2.9,9,9,9999,1722,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,8,0,22.7,20.09,85,101564,9999,9999,381,101,98,80,13018,8581,13018,7316,36,3.06,8,8,9999,1874,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,9,0,23.98,20.43,81,101575,9999,9999,384,277,281,156,33341,24319,24554,8290,44,3.02,9,9,9999,7514,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,10,0,26.75,19.5,65,101579,9999,9999,389,455,350,238,51427,30418,34438,8087,53,3.01,9,9,9999,9033,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,11,0,27.8,20.21,63,101555,9999,9999,393,660,515,257,71815,43225,36656,6404,61,2.55,9,9,9999,888,9,999999999,0.0,999,0.0,99,0.19,0.03,1
2020,5,30,12,0,28.53,19.68,59,101525,9999,9999,402,736,549,242,78202,40618,32369,5657,61,2.33,9,9,9999,1050,9,999999999,0.0,999,0.0,99,0.19,0.16,1
2020,5,30,13,0,29.11,20.08,57,101485,9999,9999,406,697,432,277,72477,23968,32853,6071,53,2.38,9,9,9999,1141,9,999999999,0.0,999,0.0,99,0.19,0.09,1
2020,5,30,14,0,29.49,20.14,56,101436,9999,9999,422,740,468,276,74229,16054,31740,5909,50,2.73,9,9,9999,1112,9,999999999,0.0,999,0.0,99,0.19,0.12,1
2020,5,30,15,0,29.78,20.27,56,101382,9999,9999,422,546,293,267,58130,19198,32330,6004,58,3.05,9,9,9999,1147,9,999999999,0.0,999,0.0,99,0.19,0.04,1
2020,5,30,16,0,29.77,20.3,56,101331,9999,9999,417,546,320,269,58648,24289,36237,6504,64,3.09,7,7,9999,1162,9,999999999,0.0,999,0.0,99,0.19,0.01,1
2020,5,30,17,0,29.14,20.87,61,101269,9999,9999,417,493,468,152,55789,44749,23227,4176,63,3.0,7,7,9999,1185,9,999999999,0.05,999,0.0,99,0.19,0.0,1
2020,5,30,18,0,28.83,20.65,61,101261,9999,9999,416,301,243,165,35658,20875,25780,6458,89,2.34,6,6,9999,1198,9,999999999,0.06,999,0.0,99,0.19,0.01,1
2020,5,30,19,0,28.35,21.04,65,101283,9999,9999,418,193,312,81,23523,33487,11358,5339,110,1.71,4,4,9999,1255,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,20,0,27.2,21.16,70,101308,9999,9999,411,62,223,29,7235,24295,4055,3024,119,1.62,3,3,9999,1265,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,21,0,25.94,21.44,76,101338,9999,9999,402,1,0,1,171,0,171,38,114,1.77,2,2,9999,1412,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,22,0,25.07,22.47,86,101398,9999,9999,404,0,0,0,0,0,0,0,110,1.99,1,1,9999,1438,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,23,0,24.37,22.22,88,101479,9999,9999,389,0,0,0,0,0,0,0,96,1.95,1,1,9999,1395,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,30,24,0,24.09,21.93,88,101455,9999,9999,391,0,0,0,0,0,0,0,97,1.75,1,1,9999,1390,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,31,1,0,23.95,21.43,86,101462,9999,9999,387,0,0,0,0,0,0,0,105,1.6,2,2,9999,1389,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,31,2,0,24.12,21.54,86,101432,9999,9999,398,0,0,0,0,0,0,0,92,1.65,1,1,9999,1312,9,999999999,0.0,999,0.0,99,0.19,0.08,1
2020,5,31,3,0,22.69,21.45,93,101390,9999,9999,396,0,0,0,0,0,0,0,58,1.34,2,2,9999,1467,9,999999999,0.0,999,0.0,99,0.19,0.01,1
2020,5,31,4,0,22.5,21.69,95,101415,9999,9999,395,0,0,0,0,0,0,0,47,1.73,5,5,9999,1476,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,31,5,0,22.8,21.81,94,101420,9999,9999,390,0,0,0,0,0,0,0,26,2.15,6,6,9999,1080,9,999999999,0.01,999,0.0,99,0.19,0.0,1
2020,5,31,6,0,23.15,22.24,95,101481,9999,9999,388,0,0,0,0,0,0,0,25,2.6,8,8,9999,1157,9,999999999,0.01,999,0.0,99,0.19,0.02,1
2020,5,31,7,0,23.38,22.4,94,101489,9999,9999,384,13,0,9,1969,0,1362,351,34,3.16,9,9,9999,2311,9,999999999,0.03,999,0.0,99,0.19,0.01,1
2020,5,31,8,0,24.25,22.83,92,101599,9999,9999,386,120,257,62,15206,27896,8922,5743,48,2.49,9,9,9999,1909,9,999999999,0.01,999,0.0,99,0.19,0.0,1
2020,5,31,9,0,25.69,22.89,85,101589,9999,9999,390,299,442,109,35616,47311,15130,5810,59,2.48,9,9,9999,1641,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,31,10,0,27.14,21.6,72,101604,9999,9999,395,505,562,156,58051,54107,23944,5399,79,3.25,9,9,9999,772,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,31,11,0,27.55,21.48,69,101601,9999,9999,403,636,544,210,70916,44763,31582,5125,88,3.18,9,9,9999,845,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2020,5,31,12,0,28.09,21.39,67,101592,9999,9999,413,687,436,293,72149,30403,39485,7247,88,3.04,8,8,9999,895,9,999999999,0.01,999,0.0,99,0.19,0.02,1
2020,5,31,13,0,28.18,21.68,68,101547,9999,9999,424,615,204,416,68750,16298,46732,1356,84,2.99,9,9,9999,916,9,999999999,0.01,999,0.0,99,0.19,0.08,1
2020,5,31,14,0,27.0,21.32,71,101556,9999,9999,435,437,199,240,48760,13440,26962,782,101,4.08,9,9,9999,730,9,999999999,0.08,999,0.0,99,0.19,5.27,1
2020,5,31,15,0,25.89,22.07,79,101569,9999,9999,423,233,87,149,26466,6392,17534,3690,101,3.49,9,9,9999,645,9,999999999,0.22,999,0.0,99,0.19,2.64,1
2020,5,31,16,0,25.2,23.13,88,101500,9999,9999,421,222,24,201,24628,1362,22421,7983,92,2.89,9,9,9999,370,9,999999999,0.21,999,0.0,99,0.19,1.56,1
2020,5,31,17,0,24.39,22.98,92,101517,9999,9999,418,162,39,133,18742,3108,16230,5154,107,1.21,9,9,9999,2448,9,999999999,0.23,999,0.0,99,0.19,1.54,1
2020,5,31,18,0,24.8,22.8,89,101497,9999,9999,408,273,195,165,32579,16047,26670,6439,90,0.87,9,9,9999,2528,9,999999999,0.24,999,0.0,99,0.19,0.97,1
2020,5,31,19,0,24.95,22.74,88,101525,9999,9999,412,118,93,84,15185,7732,14945,5368,104,1.65,10,10,9999,2376,9,999999999,0.25,999,0.0,99,0.19,0.53,1
2020,5,31,20,0,24.75,22.0,85,101563,9999,9999,409,47,58,39,6475,4915,6475,4383,119,2.15,10,10,9999,2517,9,999999999,0.26,999,0.0,99,0.19,0.37,1
2020,5,31,21,0,24.54,22.1,86,101565,9999,9999,407,1,0,1,171,0,171,38,103,2.34,10,10,9999,1180,9,999999999,0.31,999,0.0,99,0.19,0.46,1
2020,5,31,22,0,23.99,22.71,93,101570,9999,9999,403,0,0,0,0,0,0,0,90,1.66,9,9,9999,528,9,999999999,0.2,999,0.0,99,0.19,0.08,1
2020,5,31,23,0,23.69,22.23,91,101592,9999,9999,409,0,0,0,0,0,0,0,68,1.14,9,9,9999,1320,9,999999999,0.05,999,0.0,99,0.19,0.02,1
2020,5,31,24,0,23.55,22.45,94,101570,9999,9999,404,0,0,0,0,0,0,0,58,1.29,9,9,9999,1440,9,999999999,0.02,999,0.0,99,0.19,0.02,1
2010,6,1,1,0,24.65,21.64,83,101150,9999,9999,389,0,0,0,0,0,0,0,199,2.41,0,0,9999,2938,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,2,0,24.22,21.61,85,101138,9999,9999,380,0,0,0,0,0,0,0,208,2.2,0,0,9999,2693,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,3,0,23.52,21.45,88,101153,9999,9999,378,0,0,0,0,0,0,0,216,2.01,0,0,9999,2448,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,4,0,22.96,21.31,90,101113,9999,9999,377,0,0,0,0,0,0,0,222,1.85,0,0,9999,2203,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,5,0,22.09,21.57,97,101087,9999,9999,375,0,0,0,0,0,0,0,241,2.04,0,0,9999,1958,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,6,0,22.19,21.74,97,101108,9999,9999,375,0,0,0,0,0,0,0,242,1.42,0,0,9999,1713,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,7,0,22.18,21.53,96,101161,9999,9999,372,15,0,9,2274,0,1364,351,248,1.59,0,0,9999,1468,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,8,0,24.18,23.0,93,101173,9999,9999,376,147,403,57,17063,44340,7710,4737,248,1.47,0,0,9999,1223,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,9,0,26.25,23.74,86,101202,9999,9999,385,347,597,90,40038,65830,12095,4277,233,2.33,2,2,9999,978,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,10,0,28.63,19.38,56,101192,9999,9999,396,543,685,118,61872,71862,16442,3944,221,2.06,1,1,9999,732,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,11,0,29.41,19.37,55,101174,9999,9999,405,676,644,173,74548,60883,25334,4135,218,1.6,2,2,9999,1021,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,12,0,31.25,19.18,49,101133,9999,9999,411,862,797,143,92842,70923,21172,2679,195,1.19,2,2,9999,1243,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,13,0,32.13,19.38,47,101058,9999,9999,419,931,810,144,94338,49772,20182,2928,166,1.32,2,2,9999,1300,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,14,0,32.83,19.48,45,100969,9999,9999,424,798,630,174,77649,20614,22024,5009,154,1.85,2,2,9999,1464,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,15,0,33.16,19.31,44,100895,9999,9999,424,843,728,149,87974,51467,21442,2956,151,2.75,1,1,9999,1556,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,16,0,32.91,19.43,45,100831,9999,9999,424,794,738,157,86333,67633,23163,3175,154,3.75,3,3,9999,1682,9,999999999,0.0,999,0.0,99,0.19,0.02,1
2010,6,1,17,0,32.21,20.3,49,100803,9999,9999,425,584,627,127,66696,60563,19957,3547,163,3.53,1,1,9999,1987,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,18,0,31.44,20.73,53,100681,9999,9999,419,445,611,104,52081,64821,14593,4156,165,3.89,1,1,9999,1895,9,999999999,0.0,999,0.0,99,0.19,0.05,1
2010,6,1,19,0,30.42,21.03,56,100714,9999,9999,418,224,434,68,25533,47115,9183,4051,162,4.25,0,0,9999,1524,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,20,0,29.27,20.9,61,100705,9999,9999,407,82,298,37,9490,32403,5100,3807,159,4.04,0,0,9999,3596,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,21,0,27.4,21.29,69,100720,9999,9999,397,1,0,1,171,0,171,38,161,4.1,0,0,9999,3359,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,22,0,26.5,24.17,87,100764,9999,9999,394,0,0,0,0,0,0,0,159,3.65,0,0,9999,1377,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,23,0,25.94,23.83,88,100826,9999,9999,394,0,0,0,0,0,0,0,161,3.21,1,1,9999,479,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,1,24,0,25.39,23.67,90,100829,9999,9999,396,0,0,0,0,0,0,0,170,3.02,1,1,9999,373,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,1,0,25.35,23.36,89,100775,9999,9999,410,0,0,0,0,0,0,0,180,2.45,3,3,9999,346,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,2,0,25.12,23.15,89,100728,9999,9999,402,0,0,0,0,0,0,0,191,1.97,2,2,9999,284,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,3,0,24.78,23.11,90,100653,9999,9999,397,0,0,0,0,0,0,0,195,1.82,2,2,9999,317,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,4,0,23.58,22.85,96,100624,9999,9999,393,0,0,0,0,0,0,0,196,1.46,2,2,9999,304,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,5,0,23.21,23.12,99,100623,9999,9999,394,0,0,0,0,0,0,0,222,1.39,1,1,9999,276,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,6,0,23.25,22.98,98,100652,9999,9999,393,0,0,0,0,0,0,0,204,1.28,2,2,9999,278,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,7,0,23.87,23.33,97,100702,9999,9999,398,13,0,9,1966,0,1360,351,186,1.23,3,3,9999,364,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,8,0,25.35,23.95,92,100746,9999,9999,396,133,322,61,15524,35654,8228,5032,191,1.15,1,1,9999,557,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,9,0,27.42,23.88,81,100747,9999,9999,398,326,532,96,39531,57334,13584,5183,193,1.97,1,1,9999,566,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,10,0,30.16,20.45,56,100732,9999,9999,408,510,621,124,58115,65213,17285,4094,194,2.55,2,2,9999,857,9,999999999,0.0,999,0.0,99,0.19,0.01,1
2010,6,2,11,0,31.19,21.14,55,100697,9999,9999,425,591,519,186,66599,43080,28354,4490,199,2.88,1,1,9999,1069,9,999999999,0.0,999,0.0,99,0.19,0.05,1
2010,6,2,12,0,31.99,21.62,54,100669,9999,9999,434,754,646,172,81724,49377,25996,3516,205,3.09,2,2,9999,962,9,999999999,0.0,999,0.0,99,0.19,0.11,1
2010,6,2,13,0,29.64,22.99,68,100602,9999,9999,436,709,487,235,71186,21694,31938,6304,200,3.24,3,3,9999,1397,9,999999999,0.01,999,0.0,99,0.19,2.73,1
2010,6,2,14,0,30.33,23.25,66,100538,9999,9999,428,842,679,168,79968,23526,22842,4028,190,3.8,5,5,9999,1157,9,999999999,0.02,999,0.0,99,0.19,0.01,1
2010,6,2,15,0,32.28,23.09,57,100560,9999,9999,434,779,561,243,80198,30688,33632,6045,158,4.42,6,6,9999,1086,9,999999999,0.03,999,0.0,99,0.19,0.43,1
2010,6,2,16,0,32.42,23.48,59,100520,9999,9999,433,611,487,190,67396,36979,29596,4076,148,3.95,5,5,9999,1246,9,999999999,0.0,999,0.0,99,0.19,0.43,1
2010,6,2,17,0,29.71,22.29,64,100376,9999,9999,429,514,499,150,58622,47356,23317,4110,162,3.05,9,9,9999,1382,9,999999999,0.0,999,0.0,99,0.19,0.61,1
2010,6,2,18,0,29.47,22.73,67,100316,9999,9999,425,268,204,154,32172,16826,25114,5978,176,4.01,9,9,9999,1002,9,999999999,0.0,999,0.0,99,0.19,0.29,1
2010,6,2,19,0,29.11,22.21,66,100280,9999,9999,427,121,75,94,15152,5840,14683,5140,173,4.49,10,10,9999,889,9,999999999,0.0,999,0.0,99,0.19,0.01,1
2010,6,2,20,0,28.08,21.29,67,100350,9999,9999,422,48,34,43,6357,2733,6357,3957,173,2.49,10,10,9999,1273,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,21,0,26.61,21.34,73,100385,9999,9999,412,1,0,1,171,0,171,38,166,2.36,10,10,9999,843,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,22,0,25.84,23.39,86,100418,9999,9999,409,0,0,0,0,0,0,0,177,2.41,9,9,9999,723,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,23,0,25.56,23.89,90,100452,9999,9999,406,0,0,0,0,0,0,0,190,3.01,9,9,9999,356,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,2,24,0,24.3,23.0,92,100464,9999,9999,407,0,0,0,0,0,0,0,201,3.36,10,10,9999,392,9,999999999,0.0,999,0.0,99,0.19,0.0,1
2010,6,3,1,0,24.1,22.8,92,100387,9999,9999,409,0,0,0,0,0,0,0,188,3.19,10,10,9999,394,9,999999999,0.0,999,0.0,99,0.19,0.0,1
